LBA,Frequency
2312695808,2
3210260480,6
3210289152,7
3210297344,11
3210326016,5
3210354688,5
3210383360,8
3210444800,12
3210448896,9
3210477568,10
2077429760,20
2210426880,17
3210506240,11
3210514432,7
3210543104,9
3210571776,7
3210600448,9
3210629120,3
3210657792,5
3210661888,8
3210690560,4
3210719232,4
3210752000,6
3210780672,5
3210809344,7
3210813440,8
3210842112,9
3210870784,7
3210903552,8
3210932224,10
3210960896,8
3210989568,8
3211018240,3
3211079680,8
3211083776,8
3211112448,7
3211173888,6
3211202560,8
3211231232,7
3211235328,7
181256192,2
3211264000,4
216711168,3
181768192,2
181252096,2
222875648,3
3211268096,6
230486016,9
181772288,2
3211272192,9
230531072,9
181776384,2
235384832,3
3211276288,6
3211280384,5
16282304512,2
3211309056,7
236249088,3
16282308608,2
237113344,3
16282312704,2
3211313152,7
237572096,3
181243904,2
237584384,3
181248000,2
3211321344,12
238723072,3
2654453760,3
3248959488,11
3211325440,6
3211354112,7
1872642048,9
3211358208,6
3233243136,29
3246915584,12
3245752320,3
3248074752,4
3248545792,4
3248283648,4
3248738304,5
3248963584,4
3223064576,17
3248926720,39
2326818816,3
2181296128,7
2332684288,3
771080192,7
1007751168,9
1781198848,13
2508251136,16
1815666688,3
2170740736,13
2175467520,3
2628239360,16
2333315072,3
795320320,7
1950957568,10
1545367552,7
1627140096,3
2130128896,12
1404768256,7
1493364736,3
2578030592,9
2342998016,3
990572544,9
1985445888,7
3211390976,7
416698368,7
2388697088,9
329691136,7
648204288,3
3023781888,9
646774784,3
3211419648,7
3211448320,5
3211452416,5
3211481088,6
3211513856,7
3211542528,5
3211571200,8
3211575296,8
275230720,14
2821902336,32
243322880,19
1244823552,12
1920229376,18
1913819136,22
3211669504,9
2063433728,7
2031304704,11
250593280,25
2059214848,7
16231682048,16
3211710464,7
3211763712,8
3229851648,22
3211808768,7
3231330304,4
3232653312,2
3246526464,30
3223453696,19
3224694784,2
3228270592,27
3211812864,13
467226624,17
1893277696,24
139186176,3
3211841536,11
3211866112,7
3211878400,7
2598576128,11
2077999104,10
277446656,21
3211890688,7
3211931648,10
1346359296,10
2407653376,6
3024429056,6
397508608,27
2265980928,2
3211935744,10
3212001280,10
3212034048,9
3212091392,9
2312699904,4
3212124160,8
3212152832,8
3212156928,14
407392256,25
3212185600,12
3212247040,9
3212275712,5
3212279808,11
3212308480,7
3212341248,10
3212369920,8
3212398592,2
3212423168,5
3212427264,4
3212488704,3
3212517376,6
3212546048,7
3212550144,5
3212578816,7
3212636160,12
3212640256,6
3212726272,15
3212759040,13
3212787712,9
3212812288,9
3212816384,8
3212877824,7
3212906496,4
3212935168,9
3212939264,8
3212967936,8
3213062144,11
3213086720,5
3213115392,8
3213201408,8
3213205504,11
3213234176,9
3213238272,9
3213266944,7
3213295616,7
3213328384,6
3213357056,4
3213385728,5
3213414400,8
3213451264,7
3213475840,8
3213504512,9
3213508608,5
900415488,8
2277883904,13
3213537280,8
3213565952,7
3213570048,7
3213598720,8
3213627392,6
3213631488,8
3213656064,5
3213692928,8
3213721600,11
3213750272,8
3213778944,13
3213840384,12
3213844480,10
3213873152,11
3213926400,6
3213959168,5
3213963264,9
3213991936,8
3214016512,4
3214045184,4
3214077952,4
3214110720,6
3214139392,5
3214168064,5
3214200832,7
3214229504,6
3214233600,5
3214262272,6
3214290944,5
3214348288,11
3214376960,14
3214405632,11
3214409728,13
3214438400,11
29954048,34
3214446592,11
3214471168,12
16247031808,10
16247031296,6
186015744,18
186019840,11
3214475264,14
2584014848,9
2584018944,6
410656768,4
2592301056,15
410664960,4
2579931136,4
2597478400,4
2579914752,15
1897955328,18
219414528,2
414150656,4
2592317440,5
3214479360,8
3214544896,10
388550656,4
385716224,26
16247032320,14
3214569472,8
3214573568,8
3214577664,7
3214581760,6
16247032832,10
3214594048,12
3214598144,8
3214630912,9
2597482496,9
2386141184,5
3241545728,9
3241275392,9
3223056384,9
3226939392,13
3228741632,10
3214639104,6
36415303680,120
3214671872,10
136179712,18
3214700544,9
3214729216,8
805597184,18
3214786560,8
3214815232,9
3214843904,10
3214848000,10
3214852096,9
3214909440,9
3214934016,7
3214938112,8
3214966784,9
3214995456,8
3215024128,7
3215052800,7
3215056896,10
3215085568,4
3215118336,7
3215147008,7
3215175680,11
3215179776,7
3215208448,11
3215269888,11
3215298560,6
3215327232,6
3215355904,9
3215384576,7
3215417344,6
3215421440,12
3215450112,9
3215478784,8
3215507456,5
3215540224,5
3215568896,7
511500288,9
970235904,6
16247033344,12
16247033856,27
3215572992,5
3215577088,9
3215605760,7
3215634432,4
3215659008,7
3215663104,7
2312704000,2
3215749120,9
3215777792,8
3215781888,8
3215785984,10
3215814656,5
3215900672,5
3215929344,6
3215933440,4
3215962112,7
3215994880,5
3216023552,7
3216052224,7
3216080896,9
3216109568,15
3216138240,16
3216166912,10
3216171008,12
3216175104,10
3216203776,14
3216207872,7
3216211968,7
3216248832,2
3216277504,6
3216281600,6
3248971776,149
3216310272,3
3216334848,7
3216338944,7
3216371712,5
3216400384,8
3216429056,12
3216457728,10
3216543744,8
3216547840,12
3216576512,8
3216580608,8
408748032,25
3216637952,7
3216666624,8
3216670720,8
3216695296,6
2193772544,11
3216699392,6
3216728064,7
2312708096,6
3216760832,9
3216764928,10
3216793600,9
3216822272,6
3216826368,10
3216879616,7
3216912384,7
3216941056,6
3216969728,7
3216998400,7
3217002496,6
3217035264,5
3217063936,4
3217092608,5
3217121280,3
3217125376,5
3217182720,5
3217211392,7
3217240064,6
3217244160,7
3217305600,7
3217334272,8
3217362944,7
3217367040,10
3217395712,10
3217424384,10
3217481728,11
3217485824,10
3217514496,12
3217543168,10
3217571840,11
3217608704,10
3217637376,9
3217666048,9
3217670144,10
3217698816,12
3217813504,5
3217817600,6
3217846272,6
3217850368,6
3217936384,6
3217940480,6
3217969152,7
3217993728,6
3217997824,5
3218059264,6
3218087936,7
3218116608,7
3218120704,10
3218124800,6
3218153472,8
3218182144,9
3218210816,9
3218239488,9
3218243584,10
3218305024,7
3218333696,9
3218362368,8
3218391040,6
3218419712,6
3218456576,7
3218485248,8
3218509824,8
3218513920,5
3218542592,6
3218595840,10
3218628608,8
3218632704,10
3218661376,9
3218751488,6
3218780160,7
3218784256,7
3218788352,11
3218903040,7
3218931712,6
3218956288,8
3218960384,6
3218989056,6
3219054592,9
3219083264,7
3219111936,10
3219140608,11
3219148800,5
3219177472,6
3219206144,5
3219230720,6
3219234816,8
3219320832,12
3219349504,13
3219353600,9
3219382272,9
3219443712,11
3219472384,9
3219501056,6
3219505152,10
3219509248,11
3219537920,10
3219566592,10
3219591168,8
3219595264,9
64675840,222
3219623936,7
3219628032,7
900419584,8
2277888000,10
3219632128,10
3245256704,83
3219750912,6
3219841024,7
3219845120,7
3219873792,6
3219898368,6
3219931136,7
3220021248,9
3220025344,4
3220054016,10
3220082688,10
3220172800,7
3220176896,4
3220201472,9
3220205568,5
3220262912,9
3220291584,6
3220320256,10
3220348928,6
3220377600,9
3220381696,8
3220439040,7
3220467712,7
3220471808,6
3220500480,7
3220553728,9
3220586496,8
3220590592,9
3220619264,6
3220647936,4
3220676608,8
3220709376,8
3220738048,8
3220742144,4
3220770816,9
3220799488,10
3220832256,10
3220860928,8
3220889600,5
3220914176,11
3220918272,4
3220946944,7
3220979712,8
409817088,25
3221008384,10
3221037056,7
3221041152,10
3221069824,13
3221127168,10
3221131264,8
3221159936,14
3221188608,11
3221217280,7
3154157568,11
3154186240,9
3154210816,8
3154214912,4
3154243584,7
3154247680,6
3154276352,5
3154305024,3
3154333696,5
3154337792,5
3154366464,4
3154395136,5
3154456576,7
3154485248,5
3154513920,5
3154542592,6
3154546688,6
3154604032,6
3154628608,11
3154632704,8
3154661376,14
3154665472,6
3154694144,9
3154751488,11
3154755584,6
3154784256,10
3154812928,11
3154841600,15
3154874368,13
3154931712,13
3154935808,16
3154964480,16
3154993152,8
3155017728,6
3155021824,8
2312712192,6
3155054592,8
233377792,9
233345024,12
3155107840,6
3155111936,6
3155120128,9
3155156992,12
3155189760,12
3155218432,9
3155247104,11
3155337216,10
3155341312,10
3155369984,14
3155394560,5
3155427328,8
3155456000,6
3155480576,8
3155484672,7
3155513344,10
3155517440,6
3155550208,4
3155578880,7
3155607552,9
2699595776,24
117657600,2
1358032896,16
1358036992,16
3155611648,5
117661696,2
2312720384,2
3155615744,9
160620544,157
3155644416,9
3155652608,9
3155681280,9
3155709952,9
3155714048,11
3155742720,10
3155775488,12
3155804160,9
3155832832,7
16204660736,8
3155869696,13
3155898368,12
3155927040,9
3155951616,5
3155955712,6
3155984384,6
3156017152,6
3156021248,8
3156045824,10
3156049920,4
2277892096,14
3156078592,7
3156107264,5
3156164608,7
3156197376,4
3156201472,8
3156230144,6
3156254720,7
3156287488,9
3156316160,7
3156340736,7
3156344832,4
3156373504,4
3156410368,5
3156439040,4
3156467712,6
3156496384,7
3156525056,7
3156582400,9
3156611072,7
3156615168,11
3156619264,11
3156705280,8
3156733952,13
3156762624,8
3156787200,3
3156848640,3
3156852736,9
3156881408,5
3156942848,6
3156971520,4
3156996096,6
3157000192,5
3157028864,6
3157061632,5
3157090304,8
3157118976,8
3157147648,8
3157176320,11
2312724480,6
3157204992,10
3157209088,10
3157241856,6
3157270528,8
3157299200,10
3157327872,11
3157356544,8
3157385216,5
3157413888,7
3157417984,7
3157446656,5
3157536768,9
3157565440,8
3157594112,8
3157622784,7
3157651456,4
3157684224,9
3157716992,7
3157803008,5
3157831680,8
3157835776,6
3157860352,12
3157893120,9
3157954560,9
3157983232,8
3158011904,10
3158036480,8
3158040576,6
3158102016,7
3158130688,6
3158159360,5
3158163456,6
3158249472,8
3158278144,6
3158282240,8
3158310912,6
3158339584,7
3158425600,10
3158458368,6
412098560,23
3158462464,6
3158491136,5
3158548480,7
3158577152,10
3158605824,6
3158634496,6
3158667264,4
3158671360,8
3158700032,5
3158728704,2
3158753280,11
900423680,8
485105664,30
3158818816,7
3158847488,11
3158876160,8
3158941696,12
3158970368,10
3158999040,8
3159085056,5
3159089152,6
3159117824,4
3159121920,9
3159150592,5
3159207936,7
3159240704,6
3159269376,6
3159302144,10
3159334912,7
3159363584,9
3159388160,8
3159392256,7
3159449600,4
3159511040,5
3159539712,4
3159568384,10
3159601152,6
3159629824,6
3159658496,4
3159683072,13
3159687168,4
3159715840,6
3159777280,6
3159781376,10
3159810048,12
3159838720,11
3159863296,8
3159896064,9
3159900160,9
3159928832,9
3159957504,9
3159986176,11
3160043520,5
3160076288,5
3160080384,7
3160109056,7
3160166400,5
3160170496,6
3160199168,7
3160227840,5
3160252416,5
3160256512,8
3160285184,7
3160289280,7
3160293376,5
3160317952,3
3160346624,7
3160375296,11
3160379392,6
3160436736,9
3160461312,12
3160465408,11
3160494080,8
3160559616,8
3160588288,7
3160616960,9
3160641536,5
3160645632,6
3160674304,9
3160707072,6
3160735744,8
3160764416,10
3160854528,7
3160858624,7
3160887296,9
3160915968,9
3161001984,7
3161030656,5
3161034752,6
3161063424,7
3161096192,7
3161124864,7
3161153536,6
3161182208,5
3161272320,10
3161276416,6
427155456,13
427188224,10
3161280512,6
3161284608,9
3161321472,5
3161350144,4
3161378816,7
3161440256,6
3161468928,8
3161473024,8
3161501696,7
3161530368,7
3161559040,8
3161587712,5
3161616384,10
3161620480,8
3161649152,10
3161653248,5
3161681920,8
3161710592,7
3161739264,10
3161767936,8
3161800704,8
3161837568,8
3161866240,11
3161870336,8
3161899008,8
3161923584,8
3162013696,7
3162017792,6
3162046464,7
3162050560,7
3162107904,8
2277896192,6
3162136576,8
3162165248,6
3162193920,7
3162222592,9
3162259456,8
3162288128,6
3162316800,9
3162320896,8
3162378240,10
3162402816,9
3162406912,9
3162435584,9
404426752,25
3162439680,8
3162525696,7
3162529792,5
3162558464,7
3162587136,8
3162611712,6
3162619904,5
3162648576,7
3162652672,7
3162681344,5
3162710016,8
3162734592,8
3162767360,7
3162824704,7
3162857472,5
3162886144,6
3162890240,5
3162918912,9
3162943488,6
3163004928,8
3163037696,8
3163066368,10
3163095040,8
3163123712,10
3163127808,10
3163185152,8
3163189248,10
3163217920,5
3163246592,4
3163275264,6
3163308032,5
3163336704,6
3163340800,6
3163369472,6
3163398144,8
3163430912,6
3163455488,7
3163459584,7
3163488256,7
3163492352,6
3163578368,7
3163607040,10
3163635712,6
3163664384,5
3163668480,7
3163701248,8
3163729920,12
3163758592,5
3163844608,10
3163873280,7
2312728576,2
673460224,8
1007685632,6
3163906048,10
3163947008,7
3163975680,5
3164004352,7
3164008448,6
2737995776,612
3164049408,10
3164078080,8
2312732672,8
3164123136,8
3164127232,6
3164155904,5
3164164096,8
3164217344,4
3164254208,4
3164258304,6
3164270592,5
3164303360,8
3164307456,8
3164348416,7
673464320,6
3164352512,4
3164381184,6
3164385280,6
3164446720,6
3164479488,8
3164483584,7
3164512256,8
3164545024,3
3164577792,5
3164602368,5
3164610560,6
3164639232,6
3164643328,6
3164672000,6
3164696576,6
3164729344,5
3164733440,6
3164762112,6
3164790784,8
3164794880,5
3164823552,6
3164831744,8
3164839936,4
3164872704,8
3164876800,9
3164880896,9
3164909568,9
3164913664,10
3164917760,4
3164950528,4
3164954624,7
3164991488,11
3165020160,7
3165032448,10
3165065216,7
3165102080,8
3165106176,8
3165134848,7
3165204480,7
3165233152,6
3165261824,7
3165290496,8
3165294592,8
3165298688,7
3165302784,8
3165331456,9
3165364224,11
3165392896,9
3165425664,10
3165454336,7
3165458432,9
3165499392,8
3165503488,11
522153984,32
2277900288,10
900427776,9
3165556736,5
3165589504,6
3165593600,6
3165622272,7
3165626368,9
3165659136,12
3165663232,9
3165691904,12
3165696000,10
3165700096,7
3165728768,8
3165761536,7
3165769728,8
3165798400,5
3165810688,5
3226210304,3
3165814784,13
3165818880,9
3165859840,8
3165868032,5
3165876224,13
3165917184,7
3165933568,4
3165937664,8
3165974528,7
3165986816,6
3165995008,6
3233366016,6
3166003200,9
3166072832,6
3166076928,7
3166109696,9
3243171840,6
3166130176,11
3166134272,10
3243393024,2
3166138368,9
3166146560,12
3166154752,7
3222093824,6
3166162944,10
3234336768,17
3166199808,7
3166265344,8
3166294016,9
3166306304,6
3166310400,6
3166314496,8
3166351360,10
3166371840,6
3166375936,9
3166380032,8
3166449664,9
3166384128,11
3166453760,10
3166490624,6
3166531584,11
3166556160,2
3166572544,5
3166576640,11
3166670848,13
3166695424,7
3166728192,6
3244154880,7
3244490752,4
3233198080,6
3166740480,8
3166744576,6
3166777344,5
3166822400,7
3166867456,8
3166871552,7
3166875648,6
3166908416,7
3166920704,8
3166965760,8
3166969856,7
3166998528,6
3167006720,5
3167039488,4
3167092736,4
3167125504,7
3167158272,7
3167186944,8
3167195136,4
3167227904,7
3233136640,2
3233140736,3
3167256576,7
3167281152,9
3167289344,8
3167346688,10
3226558464,4
3167354880,6
3167367168,8
3167371264,8
3167408128,9
3167412224,7
3167416320,7
3233189888,2
3167432704,7
3233193984,4
3167436800,7
3167490048,8
3167502336,6
3167506432,6
3167510528,11
3167547392,6
3167555584,9
3246981120,7
3246972928,6
3167559680,12
3224412160,11
3224338432,11
3224367104,7
3224420352,7
3224649728,11
3224670208,7
3225264128,15
3226288128,7
3226300416,7
3167580160,5
3226415104,8
3226488832,7
3226497024,7
3167596544,11
3226750976,7
3167608832,8
3226886144,7
3226959872,7
3227009024,8
3226968064,7
3167645696,5
3227086848,7
3227070464,10
3227111424,7
3227181056,8
3228352512,5
3167649792,5
3229167616,7
3167703040,7
1786359808,5
752889856,5
3229396992,7
3229425664,7
2028457984,5
2312744960,9
2184900608,9
535916544,10
199041024,5
345690112,5
2359209984,5
277241856,5
3241295872,7
3240636416,4
3241672704,8
3241906176,4
3243593728,7
3243970560,7
3243884544,7
3167731712,9
3243995136,7
392192000,5
653328384,5
3244052480,7
3244072960,7
3244630016,7
3244101632,7
2196549632,5
3244826624,7
3244978176,7
3244838912,5
3245060096,7
3245178880,7
3245129728,7
3245322240,7
3245506560,7
3245854720,5
3245981696,7
3246047232,7
866439168,5
3246321664,7
3246612480,6
3246600192,8
3246817280,40
3246809088,30
3167817728,10
3248812032,8
239292416,5
3250040832,7
3249098752,7
3249090560,7
3250020352,7
3250065408,7
3250085888,7
3250180096,11
3167846400,7
3167862784,9
3224395776,7
3224657920,7
3224674304,4
2226323456,5
2360217600,5
3167866880,12
3167891456,10
3167928320,8
3226669056,2
724824064,5
3228319744,2
408756224,5
3229245440,3
3229327360,4
3229298688,5
3229409280,3
30826496,5
3235172352,10
2657140736,5
16296546304,5
3235237888,9
1108467712,5
3167940608,5
3167997952,10
3168034816,5
3168059392,8
16294514688,5
487931904,5
3244023808,4
3244855296,4
3168071680,9
3168120832,7
3246862336,4
3168157696,6
3168194560,6
3168190464,4
3249709056,2
3168206848,11
3168210944,8
3168215040,7
3226292224,2
3168219136,5
3227123712,3
3229196288,5
3229224960,6
3229331456,2
3229405184,3
3168288768,10
3168296960,5
3168301056,6
3168333824,12
3240603648,8
3168370688,6
3168407552,4
3246997504,5
3168444416,11
3168477184,5
3168505856,5
3247001600,4
3249287168,5
3249258496,3
3168550912,4
3229487104,7
3168575488,7
3229491200,3
3168600064,9
3168608256,10
3240591360,6
3168653312,5
3168661504,8
3168698368,7
3168702464,7
3168706560,10
3243540480,12
3168710656,10
237080576,5
3168735232,7
3168747520,7
3249790976,3
16237735936,5
3168776192,7
3168800768,11
3235328000,5
3168870400,9
3168878592,5
3168903168,6
3168952320,10
3249487872,11
3168989184,7
3169026048,6
3169038336,6
3169079296,8
3240812544,10
3169112064,8
3169140736,6
3169169408,8
3169198080,7
3169234944,7
3169239040,10
3169251328,4
3249385472,11
3169288192,8
3169312768,5
3169345536,3
3169394688,9
3236229120,4
3169398784,7
3236409344,2
3236462592,4
3169419264,4
3169460224,12
3169464320,9
3169484800,7
3169488896,7
3169521664,6
3236233216,4
3236286464,3
3169538048,10
3169587200,10
3169611776,8
3169656832,6
3169689600,8
853987328,10
3169693696,6
3169730560,4
3235102720,8
3169767424,7
3169800192,5
3169804288,9
3236216832,7
3248594944,6
3169832960,5
3169861632,5
3169898496,9
3169931264,10
3169959936,5
3248312320,7
3169992704,8
3170029568,8
3170058240,10
3170062336,6
3170095104,5
3170127872,6
3170193408,3
3170222080,4
3170250752,7
3170254848,6
3170287616,10
3170316288,8
3170320384,5
3170349056,8
3170385920,3
3240140800,4
3170455552,10
522854400,269
3170488320,9
3170521088,11
3170553856,10
3170582528,9
3170615296,9
3170648064,7
398286848,25
3170652160,6
3170680832,5
3170709504,6
3170770944,6
3170799616,6
3170840576,10
3170844672,8
3170873344,10
3170902016,6
3170930688,4
3170963456,3
3170967552,9
3170996224,5
3171024896,3
3171057664,4
2312736768,4
3171065856,10
3171106816,9
468742144,12
468774912,10
3171115008,6
3171123200,6
3171127296,9
3171192832,9
3171221504,7
3171311616,3
3171315712,9
3171344384,8
2362462208,4
3171348480,10
3171409920,8
3171414016,6
3171442688,9
3171504128,7
3171532800,5
3171540992,6
3171569664,9
3171602432,10
3171627008,7
3171631104,7
1100718080,12
2699599872,29
117665792,4
1358041088,20
3171667968,9
3171672064,6
3171676160,6
3171737600,4
3171741696,7
3171770368,5
3171840000,5
3171868672,4
3171934208,4
3171962880,4
3171966976,7
522829824,899
3171995648,4
3171999744,7
3172032512,5
3172036608,11
3172065280,9
3172093952,8
3172098048,8
3172159488,7
3172188160,5
3172225024,6
3172253696,7
3172282368,9
3172286464,8
3172315136,8
3172372480,6
3172376576,7
3172405248,6
3172409344,6
3172470784,6
3172499456,6
3172532224,7
3172593664,7
3172622336,7
3172626432,6
3172687872,5
3172716544,3
3172745216,5
3172773888,7
3172777984,7
3172806656,6
3172810752,4
3172843520,6
3172868096,8
3172900864,4
3172933632,6
3172958208,9
3172962304,7
3172995072,5
3173027840,8
3173056512,5
3173085184,6
2362466304,4
3173146624,5
3173150720,7
3173179392,9
3173183488,7
3173212160,9
3173269504,6
3173273600,10
3173302272,7
3173330944,9
3173363712,7
3173396480,6
3173429248,7
3173453824,10
3173486592,11
3173515264,11
3173543936,8
3173613568,8
3173675008,5
3173703680,8
3173732352,7
3173765120,6
3173826560,9
3173830656,9
3173859328,9
3173916672,8
3173920768,9
3173949440,8
3173953536,6
3173986304,8
3174043648,6
3174072320,9
3174076416,8
2362470400,6
3174195200,9
3174199296,8
3174227968,7
3174289408,4
3174318080,7
3174346752,10
3174379520,6
3174383616,6
3174412288,9
3174416384,3
3174445056,6
3174473728,8
3174502400,9
3174535168,4
3174563840,11
3174592512,9
3174625280,11
3174629376,6
3174658048,10
3174686720,9
900431872,6
3174719488,11
3174723584,5
3174752256,11
2362474496,12
3174756352,9
3174785024,5
3174789120,7
3174821888,11
3174854656,9
3174912000,11
3174944768,9
3174973440,9
3175002112,7
3175034880,9
3175038976,7
3175067648,12
3175096320,9
3175157760,6
3175190528,7
3175219200,6
3175227392,5
398278656,25
3175256064,11
3175288832,8
3175313408,9
3175317504,7
3175378944,12
3175403520,7
3175407616,9
3175436288,8
3175440384,9
3175473152,11
3175501824,6
3175530496,7
3175620608,6
3175624704,7
3175628800,6
3175657472,8
3175690240,4
3175718912,8
3175747584,7
3175776256,9
3175813120,7
3175841792,7
3175870464,7
3175960576,11
3175964672,6
3175993344,11
3175997440,6
3176120320,9
3176148992,8
3176177664,7
3176210432,7
3176214528,8
3176247296,7
3176271872,13
3176275968,8
3176333312,8
3176361984,9
3176366080,9
3176394752,6
3176398848,8
3176402944,7
3176431616,9
3176493056,6
3176521728,3
3176583168,10
3176587264,9
3176615936,12
3176644608,11
3176706048,10
3176734720,9
3176767488,7
3176771584,7
3176804352,9
3176833024,9
3176861696,9
3176951808,8
3176984576,8
3176988672,6
3177017344,5
3177050112,4
3177078784,5
3177107456,8
3177136128,9
3177168896,7
3177172992,8
799727616,8
799760384,7
3177177088,8
3177181184,10
3177222144,7
3177250816,4
3177279488,5
3177283584,8
3177312256,9
3177369600,5
3177402368,9
3177406464,9
3177435136,11
3177467904,7
3177496576,6
3177525248,11
3177553920,9
3177558016,10
3177590784,9
3177623552,9
3177652224,8
522158080,25
3177713664,9
3177717760,7
3177746432,9
3177783296,11
3177816064,10
3177844736,6
3177873408,8
3177934848,10
3177938944,4
3177971712,6
3178033152,11
16098951168,14
3178045440,6
2277908480,4
279060480,10
3178053632,10
2362478592,4
3178090496,11
16098955264,13
16224215040,6
2618068992,12
2375680,17
2392064,28
3178098688,11
727044096,8
3178102784,7
3178106880,5
522788864,70
879005696,278
697561088,799
1019961344,234
3178139648,5
1683922944,1486
3178143744,6
2277912576,8
900435968,8
3178176512,8
3178209280,5
992268288,18
3178242048,4
3178246144,10
3178274816,2
3178340352,12
3178369024,9
3178373120,12
3178397696,9
3178430464,8
3178434560,9
3178438656,11
3178467328,12
3178496000,11
3178524672,12
3178528768,8
3178557440,8
3178586112,9
3178618880,7
3178651648,6
3178655744,8
3178717184,8
3178741760,7
3178745856,7
3178774528,8
3178778624,8
3178868736,5
3178872832,4
3178876928,11
3178905600,9
3178938368,10
3178967040,6
3178995712,9
3179057152,6
3179061248,4
236781568,17
3179089920,9
3179094016,7
3179098112,7
3179130880,6
3179159552,6
3179188224,6
3179192320,9
3179216896,11
3179278336,7
3179311104,9
3179315200,8
3179347968,8
3179376640,8
3179405312,8
3179438080,7
3179462656,8
3179495424,8
3179499520,10
3179532288,6
3179589632,11
3179622400,9
3179651072,8
3179679744,10
3179708416,11
3179716608,10
3179749376,11
3179778048,7
3179806720,10
3179835392,6
3179868160,8
3179896832,8
3179925504,5
3179933696,10
3179962368,8
3179991040,12
3180023808,9
3180109824,11
3180113920,12
3180118016,8
3180146688,9
3180175360,12
3180179456,10
3180208128,10
3180236800,10
3180298240,9
3180302336,9
3180331008,7
3180359680,6
3180363776,6
3180392448,9
3180421120,7
3180486656,7
3180519424,9
3180548096,9
3180609536,9
3180638208,5
3180666880,6
3180699648,9
3180703744,7
3180761088,9
3180765184,7
3180793856,9
3180797952,11
3180867584,9
3180896256,7
3180924928,4
3180929024,8
3180957696,5
2362482688,4
3181047808,10
3181051904,2
3181113344,5
3181142016,7
3181174784,7
3181203456,8
3181240320,9
3181268992,8
3181273088,7
3181301760,7
3181330432,5
3181359104,7
3181391872,5
3181486080,8
3181514752,8
3181543424,9
3181547520,10
3181576192,10
3181666304,8
3181670400,7
3181674496,7
3181703168,8
3181764608,6
3181793280,7
3181821952,8
3181887488,5
3181916160,5
3181948928,5
3181977600,7
3182006272,9
3182104576,4
3182133248,7
3182161920,7
3182194688,9
3182223360,12
3182288896,6
3182317568,12
3182379008,7
3182473216,5
3182505984,4
3182530560,10
3182534656,6
3182563328,10
3182592000,8
3182624768,9
3182653440,7
3182657536,8
3182690304,9
3182718976,7
3182780416,10
3182804992,6
3182809088,9
3182837760,10
3182841856,5
3182845952,8
3182874624,10
3182903296,11
3182907392,10
3182964736,9
3183026176,7
3183030272,7
3183058944,9
3183087616,8
3183091712,9
2362486784,2
3183149056,7
3183177728,8
3183181824,7
3183210496,10
2362490880,6
3183230976,4
3183235072,8
3183243264,7
3183251456,7
3183255552,9
3183321088,10
3183353856,9
3183382528,7
3183505408,6
3183538176,5
3183566848,6
3183570944,4
3183628288,7
3183661056,7
3183689728,8
3183693824,7
3183755264,7
3183783936,6
1608536064,13
3183788032,9
1608540160,8
16224219136,12
3183820800,9
666841088,2
485109760,26
3183824896,9
3183857664,9
3183861760,4
3183894528,8
3183898624,11
3183927296,9
3183931392,14
3183988736,5
3184017408,4
2077433856,18
2210430976,15
3184021504,8
2277916672,8
3184054272,10
3184058368,12
3184087040,10
3184119808,11
385708032,26
3184123904,9
3184156672,8
3184185344,9
3184214016,9
900440064,8
3184242688,9
3184275456,7
3184304128,7
3184308224,10
3184312320,8
3184340992,7
3184345088,7
3184369664,12
3184373760,7
3184402432,6
3184431104,9
3184463872,10
3184492544,12
3184496640,10
3184529408,5
3184558080,10
3184586752,11
3184619520,9
3184648192,8
3184680960,9
3184685056,9
3184713728,9
62652416,48
3184742400,5
2654457856,4
1870389248,23
279064576,9
279068672,12
3184803840,5
189902848,16
1747726336,6
763600896,2
279072768,7
1747734528,5
3184812032,7
16202067968,3
16202133504,2
16202199040,2
279076864,8
2654461952,30
3229863936,20
16202264576,2
279080960,8
3229962240,28
3184844800,8
279085056,9
279089152,7
265994240,13
679624704,17
3184852992,9
1129537536,16
1267421184,14
1347878912,11
1237442560,16
1049595904,19
1465315328,8
265998336,8
2812399616,4
2208346112,8
549580800,8
2812403712,3
2812600320,3
2812534784,3
2812469248,3
2812665856,3
2812862464,3
2812796928,3
2812731392,3
2812928000,3
2813059072,3
2812993536,3
2813321216,3
2813255680,3
2813124608,3
2813190144,3
2813386752,3
2813517824,4
2813452288,4
2813648896,3
2813583360,3
2813714432,4
2813845504,3
2813779968,4
2813911040,3
2814107648,3
2813976576,4
2814042112,4
2814173184,3
2814238720,3
2814369792,3
2814304256,3
2814566400,3
2814435328,3
2814500864,3
2814631936,3
2814697472,3
2814763008,3
2814828544,3
2815025152,3
2814894080,3
2814959616,3
2815090688,3
2815156224,3
2815221760,3
2815287296,3
2815352832,3
16344330240,3
3184869376,4
16344334336,3
16344399872,3
16344530944,3
16344465408,3
16344596480,3
16344727552,3
16344662016,3
16344924160,3
16344858624,3
16344793088,3
16345120768,3
16345186304,3
16344989696,3
16345055232,3
16345382912,3
16345251840,3
16345317376,3
16345513984,3
16345448448,3
16345579520,3
16345776128,3
16345645056,3
16345710592,3
16345841664,3
16346038272,3
16345907200,3
16345972736,3
16346169344,3
16346234880,3
16346103808,3
16346431488,3
16346497024,3
16346300416,3
16346365952,3
16346628096,3
16346562560,3
16346693632,3
16346759168,3
16346824704,3
16347021312,3
16346890240,3
16346955776,3
